"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"16701","서울특별시 강서구 마곡동","758-4","0758","0004","마곡럭스나인오피스텔","월세","21.8700","202602","12","14,500","15","11","2016","마곡중앙5로1길 21","202603~202803","신규","-","",""
"16702","서울특별시 중구 필동1가","3-5","0003","0005","브릴란테 남산","전세","33.1600","202602","12","42,000","0","6","2023","퇴계로27길 16","202603~202803","신규","-","",""
"16703","서울특별시 마포구 합정동","473","0473","0000","마포 한강 2차 푸르지오","월세","23.0900","202602","12","1,000","100","26","2016","월드컵로3길 14","202602~202702","갱신","-","1,000","90"
"16704","서울특별시 서대문구 대현동","56-100","0056","0100","이대 투웨니퍼스트","월세","16.0500","202602","12","1,000","105","10","2022","이화여대7길 7","202602~202702","신규","-","",""
"16705","서울특별시 서대문구 대현동","27-5","0027","0005","에스엠더포레스트1차","월세","15.4800","202602","12","3,000","90","10","2023","이화여대7길 36-5","202602~202702","신규","-","",""
"16706","서울특별시 서대문구 대현동","37-12","0037","0012","아리움4차","월세","13.7500","202602","12","1,000","91","10","2022","이화여대5길 36","202603~202703","신규","-","",""
"16707","서울특별시 서대문구 대현동","37-49","0037","0049","에스엠오피스텔","월세","14.0100","202602","12","15,000","10","10","2022","이화여대5길 24","202603~202803","신규","-","",""
"16708","서울특별시 서대문구 대현동","37-69","0037","0069","그린우드","월세","18.3300","202602","12","1,000","112","3","2025","이화여대5길 28","202602~202702","신규","-","",""
"16709","서울특별시 서대문구 대현동","37-69","0037","0069","그린우드","월세","18.3300","202602","12","1,000","125","10","2025","이화여대5길 28","202602~202702","신규","-","",""
"16710","서울특별시 서대문구 대현동","90-47","0090","0047","에스엠더포레스트2차","전세","17.2100","202602","12","20,000","0","10","2023","이화여대1안길 21","202603~202803","신규","-","",""
"16711","서울특별시 서대문구 대현동","110-10","0110","0010","아리움II","월세","15.3500","202602","12","5,000","79","3","2021","신촌역로 19-6","202602~202702","신규","-","",""
"16712","서울특별시 서대문구 대현동","104-5","0104","0005","신촌푸르지오시티","월세","23.7000","202602","12","5,000","85","5","2014","신촌역로 7","202602~202702","신규","-","",""
"16713","서울특별시 강서구 마곡동","793-2","0793","0002","갤럭시인텔리젼스","월세","30.0200","202602","12","3,000","100","10","2015","강서로 415","202604~202704","갱신","-","3,000","95"
"16714","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","월세","17.3400","202602","12","1,000","120","14","2023","청파로 454","202603~202703","신규","-","",""
"16715","서울특별시 성동구 성수동1가","72-69","0072","0069","성수동 뉴타운오피스텔","월세","32.7600","202602","12","3,000","80","5","2003","뚝섬로3길 17","202602~202702","갱신","-","3,000","80"
"16716","서울특별시 성동구 성수동1가","656-392","0656","0392","서울숲오피스텔","전세","44.1600","202602","12","32,000","0","5","2013","뚝섬로 325-19","202603~202803","신규","-","",""
"16717","서울특별시 강서구 마곡동","776-2","0776","0002","마곡센트럴대방디엠시티오피스텔","월세","39.9700","202602","12","28,500","21","4","2017","양천로 344","202603~202712","신규","-","",""
"16718","서울특별시 강서구 마곡동","776-2","0776","0002","마곡센트럴대방디엠시티오피스텔","월세","24.0200","202602","12","1,000","73","6","2017","양천로 344","202603~202703","갱신","-","1,000","70"
"16719","서울특별시 동대문구 신설동","100-26","0100","0026","포레스트힐시티","월세","17.9200","202602","12","13,600","20","5","2018","청계천로 443","202603~202803","신규","-","",""
"16720","서울특별시 동대문구 신설동","100-26","0100","0026","포레스트힐시티","월세","17.9200","202602","12","13,500","20","5","2018","청계천로 443","202603~202803","신규","-","",""
"16721","서울특별시 성북구 하월곡동","90-1817","0090","1817","명남더블레스","월세","14.2500","202602","12","1,000","65","5","2019","종암로36길 16","202602~202702","신규","-","",""
"16722","서울특별시 강남구 자곡동","670","0670","0000","강남센터뷰","월세","21.2500","202602","12","14,800","8","3","2018"," ","202603~202703","갱신","-","14,300","8"
"16723","서울특별시 강남구 자곡동","669","0669","0000","강남블루지움","월세","20.8000","202602","12","1,000","80","4","2017"," ","202603~202702","신규","-","",""
"16724","서울특별시 강남구 자곡동","600","0600","0000","강남 푸르지오시티 1차","전세","34.5900","202602","12","27,000","0","5","2014","자곡로 191","202602~202802","갱신","사용","27,200","0"
"16725","서울특별시 강남구 자곡동","600","0600","0000","강남 푸르지오시티 1차","전세","34.5900","202602","12","27,180","0","5","2014","자곡로 191","202602~202802","갱신","사용","27,200","0"
"16726","서울특별시 은평구 진관동","100-3","0100","0003","아이파크 포레스트 게이트","월세","24.9100","202602","12","500","66","2","2013","통일로 1010","202605~202705","갱신","-","500","63"
"16727","서울특별시 은평구 진관동","60","0060","0000","은평뉴타운솔하임","월세","18.7200","202602","12","1,000","68","13","2017","통일로 1080","202602~202702","갱신","-","1,000","63"
"16728","서울특별시 은평구 진관동","100-3","0100","0003","아이파크 포레스트 게이트","월세","24.9100","202602","12","1,000","65","5","2013","통일로 1010","202602~202702","신규","-","",""
"16729","서울특별시 은평구 진관동","73","0073","0000","웅신 미켈란의 아침","월세","19.0600","202602","12","500","65","5","2017","진관2로 15-8","202603~202703","신규","-","",""
"16730","서울특별시 은평구 진관동","66","0066","0000","은평뉴타운 꿈에그린","월세","19.8400","202602","12","1,000","63","15","2018","진관3로 33","202603~202703","신규","-","",""
"16731","서울특별시 성북구 보문동4가","77-2","0077","0002","브라운홈스","월세","28.4200","202602","12","10,000","33","5","1972","보문로 78","202602~202802","신규","-","",""
"16732","서울특별시 동대문구 이문동","255-192","0255","0192","디크라쎄","전세","17.2100","202602","12","14,000","0","5","2019","이문로 168","202603~202803","신규","-","",""
"16733","서울특별시 도봉구 도봉동","62-1","0062","0001","도봉 엠블렘","월세","18.9600","202602","12","500","55","8","2018","도봉로180길 38","202602~202702","신규","-","",""
"16734","서울특별시 마포구 성산동","591-6","0591","0006","상암 퍼스티지 더올림 오피스텔","월세","17.3000","202602","12","1,000","72","7","2018","모래내로1길 17","202602~202702","갱신","-","1,000","66"
"16735","서울특별시 마포구 성산동","593-5","0593","0005","상암미르웰한올림","월세","16.3600","202602","12","1,000","80","4","2018","모래내로3길 11","202602~202702","신규","-","",""
"16736","서울특별시 성동구 행당동","287-15","0287","0015","왕십리역이스타빌","전세","21.9100","202602","12","18,900","0","8","2006","왕십리로 309","202602~202802","갱신","사용","18,000","0"
"16737","서울특별시 중구 흥인동","119","0119","0000","동대문 와이즈 캐슬","월세","21.3500","202602","12","1,000","70","6","2014","퇴계로75길 7","202602~202702","신규","-","",""
"16738","서울특별시 종로구 효제동","167","0167","0000","센트럴시티대학로","월세","17.2800","202602","12","1,000","96","10","2020","종로39길 45","202602~202702","신규","-","",""
"16739","서울특별시 서대문구 홍은동","396-24","0396","0024","현상준건물","월세","21.4500","202602","12","1,000","50","6","2003","가좌로 68","202603~202803","신규","-","",""
"16740","서울특별시 마포구 성산동","591-5","0591","0005","상암 스위트포레","월세","18.5500","202602","12","1,000","75","9","2016","월드컵로34길 7","202603~202703","신규","-","",""
"16741","서울특별시 마포구 성산동","590-5","0590","0005","상암월드시티","월세","16.5200","202602","12","500","65","8","2014","월드컵로34길 13","202603~202703","갱신","-","500","63"
"16742","서울특별시 마포구 성산동","593-1","0593","0001","벽산상암스마트큐브","월세","20.7400","202602","12","14,500","21","7","2017","월드컵로34길 14","202602~202802","갱신","-","14,800","20"
"16743","서울특별시 성동구 상왕십리동","750","0750","0000","노블리안","월세","30.8100","202602","12","15,000","15","15","2003","왕십리로 390","202604~202804","갱신","사용","15,000","10"
"16744","서울특별시 강서구 등촌동","631-17","0631","0017","DongNam II","월세","24.7900","202602","12","3,000","69","3","2021","화곡로68길 149","202602~202702","신규","-","",""
"16745","서울특별시 강서구 등촌동","641-2","0641","0002","등촌2차 크라운팰리스","전세","37.3000","202602","12","29,000","0","5","2020","화곡로66길 66","202603~202803","신규","-","",""
"16746","서울특별시 서대문구 창천동","72-22","0072","0022","더이음","월세","17.7500","202602","12","1,000","100","4","2021","신촌로 63","202602~202702","신규","-","",""
"16747","서울특별시 강서구 등촌동","683-1","0683","0001","뉴스토리오피스텔","월세","17.5200","202602","12","13,725","10","8","2013","강서로56가길 145","202603~202803","신규","-","",""
"16748","서울특별시 마포구 신공덕동","1-48","0001","0048","갑을명가시티2","월세","16.7600","202602","12","1,000","70","4","2016","만리재로 67","202602~202702","신규","-","",""
"16749","서울특별시 마포구 신공덕동","172","0172","0000","펜트라우스","월세","42.9400","202602","12","2,000","130","5","2011","백범로 205","202602~202802","신규","-","",""
"16750","서울특별시 마포구 신공덕동","172","0172","0000","펜트라우스","월세","42.9400","202602","12","2,000","130","5","2011","백범로 205","202602~202802","신규","-","",""
"16751","서울특별시 마포구 신공덕동","167","0167","0000","메트로디오빌","월세","40.3000","202602","12","5,000","90","3","2005","백범로 199","202602~202702","신규","-","",""
"16752","서울특별시 강서구 가양동","250-1","0250","0001","마곡크리스아크","전세","32.4800","202602","12","27,300","0","9","2021","양천로49길 43","202603~202803","신규","-","",""
"16753","서울특별시 성북구 동소문동4가","75-2","0075","0002","부라다리빙텔","월세","22.8000","202602","12","2,000","65","7","2003","동소문로 47","202602~202802","신규","-","",""
"16754","서울특별시 마포구 신공덕동","167","0167","0000","메트로디오빌","월세","26.7400","202602","12","5,000","65","5","2005","백범로 199","202602~202702","갱신","-","5,000","65"
"16755","서울특별시 강남구 역삼동","824-9","0824","0009","강남역투웨니퍼스트101동","전세","17.3400","202602","12","21,500","0","11","2019","테헤란로6길 16","202602~202802","신규","-","",""
"16756","서울특별시 강남구 역삼동","826-30","0826","0030","강남뉴스텔","월세","38.9700","202602","12","1,300","120","2","1998","테헤란로4길 34","202602~202702","신규","-","",""
"16757","서울특별시 중구 황학동","1694","1694","0000","OR Plus Loft 오피스텔","월세","20.9800","202602","12","500","220","5","2019","난계로 207","202602~202702","신규","-","",""
"16758","서울특별시 강남구 역삼동","826-30","0826","0030","강남뉴스텔","월세","30.9600","202602","12","1,300","110","9","1998","테헤란로4길 34","202603~202703","신규","-","",""
"16759","서울특별시 강남구 역삼동","719-24","0719","0024","역삼역센트럴푸르지오시티","월세","39.3000","202602","12","3,000","210","6","2019","언주로85길 32","202602~202702","신규","-","",""
"16760","서울특별시 강남구 역삼동","603-5","0603","0005","더스위트캐슬","월세","20.6100","202602","12","1,000","110","8","2015","봉은사로 138","202603~202703","신규","-","",""
"16761","서울특별시 강남구 역삼동","605-17","0605","0017","태건 강남 헤븐리치 더써밋 761","월세","14.7700","202602","12","500","110","17","2021","봉은사로 170","202602~202702","신규","-","",""
"16762","서울특별시 중구 황학동","805","0805","0000","중앙시티빌","월세","31.0400","202602","12","2,000","80","12","2003","난계로 161","202604~202704","신규","-","",""
"16763","서울특별시 중랑구 신내동","644","0644","0000","엘리어트하우스","월세","21.6500","202602","12","500","50","4","2003","신내로 193","202602~202802","신규","-","",""
"16764","서울특별시 중구 황학동","808","0808","0000","올리브1","월세","25.0500","202602","12","1,000","95","15","2004","난계로 163","202602~202702","신규","-","",""
"16765","서울특별시 용산구 한강로1가","50-1","0050","0001","용산파크자이","월세","33.4600","202602","12","7,000","70","9","2005","한강대로 205","202603~202703","신규","-","",""
"16766","서울특별시 동대문구 용두동","138-41","0138","0041","두산베어스타워","월세","34.5600","202602","12","1,000","60","8","1998","왕산로 81","202602~202702","신규","-","",""
"16767","서울특별시 노원구 상계동","1258","1258","0000","오피앙","월세","27.7800","202602","12","5,000","30","11","2004","동일로 1701","202602~202702","갱신","-","5,000","30"
"16768","서울특별시 노원구 상계동","1258","1258","0000","오피앙","월세","27.7800","202602","12","500","60","14","2004","동일로 1701","202602~202702","신규","-","",""
"16769","서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트B","월세","39.9900","202602","12","3,000","100","7","2004","테헤란로63길 12","202602~202802","신규","-","",""
"16770","서울특별시 강서구 마곡동","776-2","0776","0002","마곡센트럴대방디엠시티오피스텔","전세","29.4800","202602","12","20,475","0","3","2017","양천로 344","202602~202802","갱신","사용","21,300","0"
"16771","서울특별시 강서구 마곡동","758-2","0758","0002","마곡일성트루엘플래닛","월세","21.4300","202602","12","13,000","10","8","2016","마곡중앙로 161-22","202603~202803","신규","-","",""
"16772","서울특별시 강서구 마곡동","758-3","0758","0003","마곡헤리움2차","월세","22.5100","202602","12","14,960","15","12","2016","마곡중앙5로1길 25","202603~202803","신규","-","",""
"16773","서울특별시 강서구 마곡동","795-1","0795","0001","필네이처","월세","22.1600","202602","12","12,600","17","3","2016","마곡중앙8로 86","202603~202803","신규","-","",""
"16774","서울특별시 중랑구 망우동","506-14","0506","0014","TRAUM VILLE 2","월세","23.8500","202602","12","2,000","50","4","2012","상봉로26길 9","202602~202802","신규","-","",""
"16775","서울특별시 중랑구 망우동","584","0584","0000","신내역 프라디움 더 테라스","전세","84.8500","202602","12","45,100","0","25","2023","용마산로 670","202602~202802","갱신","사용","43,000","0"
"16776","서울특별시 강서구 마곡동","760-1","0760","0001","힐스테이트에코 마곡나루역 라마다앙코르 서울마곡","월세","20.8400","202602","12","15,300","15","5","2017","마곡중앙로 161-11","202603~202803","신규","-","",""
"16777","서울특별시 강서구 마곡동","773","0773","0000","힐스테이트 에코 마곡역","월세","19.8700","202602","12","1,000","75","14","2017","마곡중앙로 76","202602~202702","신규","-","",""
"16778","서울특별시 강서구 마곡동","760-2","0760","0002","마곡나루역캐슬파크","월세","23.3900","202602","12","1,000","87","8","2016","마곡중앙로 161-1","202602~202702","신규","-","",""
"16779","서울특별시 용산구 문배동","40-31","0040","0031","리첸시아 용산B","월세","58.6200","202602","12","10,000","170","3","2010","백범로 341","202603~202803","신규","-","",""
"16780","서울특별시 강서구 마곡동","758","0758","0000","마곡시티오피스텔","월세","24.4000","202602","12","1,000","71","5","2016","마곡서로 170","202603~202703","신규","-","",""
"16781","서울특별시 강서구 마곡동","758","0758","0000","마곡시티오피스텔","월세","22.5100","202602","12","14,625","4","6","2016","마곡서로 170","202602~202702","갱신","-","15,000","0"
"16782","서울특별시 강서구 마곡동","739-4","0739","0004","마곡 헤리움1차","월세","24.0700","202602","12","500","71","14","2015","마곡서1로 115-1","202603~202703","신규","-","",""
"16783","서울특별시 종로구 홍지동","104-21","0104","0021","세검정아트오피스텔","월세","40.8000","202602","12","2,000","75","4","2005","자하문로 292","202602~202802","신규","-","",""
"16784","서울특별시 용산구 원효로3가","277-36","0277","0036","아인하우스","전세","24.4800","202602","12","16,300","0","6","2014","원효로 103-3","202603~202803","갱신","사용","16,000","0"
"16785","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","전세","32.8800","202602","12","31,500","0","10","2017","마곡중앙5로 6","202602~202802","갱신","사용","30,000","0"
"16786","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","월세","19.9600","202602","12","1,000","75","10","2017","마곡중앙5로 6","202602~202702","갱신","-","1,000","74"
"16787","서울특별시 강서구 염창동","261","0261","0000","염창역한강투웨니퍼스트","월세","29.9800","202602","12","2,000","110","9","2022","공항대로81길 36","202602~202702","신규","-","",""
"16788","서울특별시 강서구 염창동","266-12","0266","0012","한빛어반뉴스토리","월세","28.6900","202602","12","21,600","20","4","2018","공항대로59다길 131","202602~202802","갱신","사용","22,500","0"
"16789","서울특별시 양천구 신월동","507-9","0507","0009","리치웰하우스","월세","30.3900","202602","12","2,000","70","2","2017","오목로 82","202604~202804","신규","-","",""
"16790","서울특별시 양천구 신월동","235-7","0235","0007","신목동샤르망오피스텔","월세","23.2000","202602","12","500","45","3","2004","월정로 101","202603~202803","신규","-","",""
"16791","서울특별시 양천구 신월동","131-2","0131","0002","그라비스","전세","29.6500","202602","12","19,000","0","3","2018","남부순환로 405","202603~202803","신규","-","",""
"16792","서울특별시 중구 충무로2가","48-2","0048","0002","명동 엠퍼스트플레이스","월세","20.2800","202602","12","1,000","100","2","2007","삼일대로8길 15-1","202602~202702","신규","-","",""
"16793","서울특별시 중구 충무로2가","48-2","0048","0002","명동 엠퍼스트플레이스","월세","20.2800","202602","12","3,000","87","9","2007","삼일대로8길 15-1","202602~202702","신규","-","",""
"16794","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","월세","22.2000","202602","12","1,000","73","7","2017","마곡중앙5로 6","202604~202704","신규","-","",""
"16795","서울특별시 동대문구 전농동","620-47","0620","0047","청량리역 롯데캐슬 Sky-L65","월세","24.3100","202602","12","1,000","130","39","2023","답십리로 27","202602~202702","신규","-","",""
"16796","서울특별시 동대문구 전농동","620-6","0620","0006","청량리역 렉스프라임","월세","18.4400","202602","12","2,000","100","14","2023","왕산로 190","202604~202704","신규","-","",""
"16797","서울특별시 동대문구 전농동","620-6","0620","0006","청량리역 렉스프라임","월세","18.4400","202602","12","1,000","100","14","2023","왕산로 190","202602~202702","신규","-","",""
"16798","서울특별시 동대문구 전농동","620-20","0620","0020","청량리 창보리버리치Ⅲ","월세","39.3700","202602","12","3,000","150","8","2022","왕산로 184","202602~202702","신규","-","",""
"16799","서울특별시 동대문구 전농동","601-2","0601","0002","에스앤제이프리미안","월세","16.5800","202602","12","1,000","67","13","2017","왕산로 288","202602~202702","신규","-","",""
"16800","서울특별시 동대문구 전농동","620-6","0620","0006","청량리역 렉스프라임","월세","18.4400","202602","12","1,000","100","13","2023","왕산로 190","202602~202702","신규","-","",""
"16801","서울특별시 용산구 원효로1가","28-7","0028","0007","시온캐슬용산","전세","34.1100","202602","12","34,650","0","6","2021","원효로81길 3","202603~202803","갱신","-","33,000","0"
"16802","서울특별시 용산구 원효로1가","120-22","0120","0022","용산2차휴먼타운","전세","29.9400","202602","12","29,400","0","12","2018","백범로90라길 38","202603~202803","갱신","사용","28,000","0"
"16803","서울특별시 중구 황학동","1173","1173","0000","신당 큐브스테이트","월세","17.3200","202602","12","18,000","10","4","2022","마장로 110","202603~202803","신규","-","",""
"16804","서울특별시 은평구 녹번동","19-121","0019","0121","은평 미드스퀘어","월세","18.7400","202602","12","1,000","70","6","2020","통일로 636","202603~202703","신규","-","",""
"16805","서울특별시 은평구 녹번동","144-43","0144","0043","에스클래스","월세","16.9300","202602","12","6,000","40","8","2018","진흥로 114","202603~202803","신규","-","",""
"16806","서울특별시 중구 황학동","1074-2","1074","0002","메트하임 신당역 오피스텔","전세","22.3100","202602","12","22,000","0","8","2021","마장로 116","202603~202803","신규","-","",""
"16807","서울특별시 동대문구 답십리동","497-23","0497","0023","청계 푸르지오시티","월세","23.8500","202602","12","1,000","67","2","2015","천호대로 257","202602~202702","신규","-","",""
"16808","서울특별시 동대문구 답십리동","530-15","0530","0015","현대썬앤빌 청계","월세","18.1000","202602","12","3,000","48","2","2016","고미술로 71","202602~202702","신규","-","",""
"16809","서울특별시 강남구 개포동","13-3","0013","0003","대청타워","월세","32.4400","202602","12","1,000","95","17","1997","개포로 623","202603~202703","신규","-","",""
"16810","서울특별시 강남구 개포동","13-3","0013","0003","대청타워","월세","31.9100","202602","12","1,000","85","25","1997","개포로 623","202602~202702","신규","-","",""
"16811","서울특별시 양천구 목동","917","0917","0000","목동파라곤","월세","95.2400","202602","12","55,000","118","28","2004","목동서로 155","202605~202805","신규","-","",""
"16812","서울특별시 양천구 목동","908-29","0908","0029","하이베라스","월세","37.0100","202602","12","10,000","30","9","2003","목동서로 37","202602~202802","신규","-","",""
"16813","서울특별시 양천구 목동","916","0916","0000","현대하이페리온","월세","87.5000","202602","12","45,000","170","29","2003","목동동로 257","202602~202802","갱신","사용","45,000","160"
"16814","서울특별시 양천구 목동","324-53","0324","0053","(324-53)","전세","24.0900","202602","12","8,000","0","2","2002","등촌로 156","202604~202704","신규","-","",""
"16815","서울특별시 용산구 청파동3가","80-6","0080","0006","용산 다올 노블리움","전세","18.1400","202602","12","20,000","0","6","2020","청파로 251","202603~202612","갱신","-","19,500","0"
"16816","서울특별시 양천구 신정동","973-18","0973","0018","미래하임","전세","70.6400","202602","12","35,000","0","3","2016","은행정로7길 51-3","202605~202805","신규","-","",""
"16817","서울특별시 양천구 신정동","944-3","0944","0003","클레버 타워","월세","29.4000","202602","12","2,000","65","2","2003","오목로 132","202602~202802","신규","-","",""
"16818","서울특별시 양천구 신정동","903-27","0903","0027","(903-27)","월세","19.5200","202602","12","300","60","2","2012","오목로 207","202602~202604","신규","-","",""
"16819","서울특별시 중랑구 상봉동","81-5","0081","0005","한일써너스빌","월세","35.7200","202602","12","500","70","3","2003","망우로 346","202603~202703","신규","-","",""
"16820","서울특별시 동대문구 휘경동","319-39","0319","0039","오피스텔 창덕안","월세","19.5000","202602","12","1,000","70","10","2012","회기로 194-14","202602~202702","신규","-","",""
"16821","서울특별시 은평구 갈현동","325-8","0325","0008","초원그린빌","전세","44.6800","202602","12","22,000","0","8","2019","서오릉로 246","202602~202802","갱신","-","21,000","0"
"16822","서울특별시 마포구 상암동","1596","1596","0000","상암DMC푸르지오시티, S-City","월세","18.2400","202602","12","1,500","68","9","2017","월드컵북로54길 25","202602~202702","신규","-","",""
"16823","서울특별시 동대문구 장안동","146-18","0146","0018","동일타워","월세","18.3800","202602","12","12,000","44","8","2021","한천로 128","202603~202803","신규","-","",""
"16824","서울특별시 동대문구 장안동","364-6","0364","0006","위산일리온시티","월세","46.6100","202602","12","3,000","180","14","2022","장한로 78","202602~202702","신규","-","",""
"16825","서울특별시 동대문구 장안동","384-8","0384","0008","이도SPACE","전세","27.6700","202602","12","22,500","0","12","2023","장한로23길 11-6","202602~202802","갱신","사용","21,500","0"
"16826","서울특별시 마포구 공덕동","17-67","0017","0067","헤이븐 오피스텔","전세","20.9300","202602","12","18,500","0","15","2020","만리재로 99","202602~202802","갱신","-","18,000","0"
"16827","서울특별시 서대문구 연희동","122-3","0122","0003","정연 지오빌","월세","19.4400","202602","12","1,000","60","4","2002","증가로 15-1","202603~202803","신규","-","",""
"16828","서울특별시 용산구 동자동","56","0056","0000","트윈시티 남산","전세","27.4200","202602","12","29,700","0","23","2015","한강대로 366","202602~202802","갱신","-","30,000","0"
"16829","서울특별시 은평구 응암동","91-8","0091","0008","CJ드림시티","월세","23.0400","202602","12","500","60","12","2004","은평로 85","202602~202702","신규","-","",""
"16830","서울특별시 도봉구 방학동","719-2","0719","0002","북한산현대렉시온오피스텔","월세","32.1000","202602","12","500","70","8","2004","도봉로152길 16","202602~202702","신규","-","",""
"16831","서울특별시 종로구 견지동","110","0110","0000","종로1가 대성스카이렉스","월세","32.7600","202602","12","1,000","110","9","2008","삼봉로 95","202603~202703","신규","-","",""
"16832","서울특별시 마포구 노고산동","54-13","0054","0013","더신촌힐","월세","14.2800","202602","12","20,000","10","7","2020","신촌로12나길 23","202603~202803","신규","-","",""
"16833","서울특별시 도봉구 쌍문동","655","0655","0000","반석타워빌","전세","65.5200","202602","12","23,000","0","3","2015","해등로17길 19","202605~202805","신규","-","",""
"16834","서울특별시 종로구 숭인동","317-48","0317","0048","헤스티아","전세","14.9000","202602","12","14,000","0","5","2020","종로56길 37","202603~202803","신규","-","",""
"16835","서울특별시 종로구 숭인동","201-7","0201","0007","아폴리움 오피스텔","월세","15.2000","202602","12","1,000","70","3","2016","난계로29길 31","202602~202702","신규","-","",""
"16836","서울특별시 광진구 구의동","243-13","0243","0013","리버 비스타 구의","월세","19.7900","202602","12","1,000","90","12","2019","아차산로 417","202603~202803","신규","-","",""
"16837","서울특별시 광진구 구의동","253-19","0253","0019","센트럴빌","월세","32.1900","202602","12","1,000","74","2","2003","광나루로 486","202602~202802","신규","-","",""
"16838","서울특별시 광진구 구의동","598-2","0598","0002","평강오피스텔","월세","25.5000","202602","12","4,000","60","2","2003","구의강변로 27","202602~202802","신규","-","",""
"16839","서울특별시 광진구 구의동","252-16","0252","0016","웰츠타워","월세","29.8900","202602","12","1,000","109","17","2015","자양로 116","202603~202703","신규","-","",""
"16840","서울특별시 종로구 숭인동","1388","1388","0000","동양파라빌","월세","27.0900","202602","12","1,000","70","3","2005","난계로 251","202602~202702","신규","-","",""
"16841","서울특별시 강서구 마곡동","793","0793","0000","유림트윈파크","월세","33.3900","202602","12","2,000","87","8","2015","강서로 419","202603~202703","갱신","-","2,000","87"
"16842","서울특별시 강서구 마곡동","776-4","0776","0004","엠코지니어스타","월세","23.8400","202602","12","1,000","75","8","2015","강서로 471","202602~202702","신규","-","",""
"16843","서울특별시 강서구 마곡동","776-4","0776","0004","엠코지니어스타","월세","24.8300","202602","12","16,100","10","5","2015","강서로 471","202602~202802","갱신","-","16,200","10"
"16844","서울특별시 강서구 마곡동","784-11","0784","0011","마곡오드카운티1차","월세","37.8600","202602","12","26,280","9","10","2016","강서로 429","202602~202802","갱신","-","26,280","0"
"16845","서울특별시 강서구 마곡동","784-13","0784","0013","아르디에","월세","18.5900","202602","12","1,000","67","7","2015","강서로 423","202602~202702","신규","-","",""
"16846","서울특별시 강서구 마곡동","773-3","0773","0003","힐스테이트에코동익","월세","24.5700","202602","12","3,000","70","7","2017","공항대로 195","202603~202609","갱신","-","3,000","65"
"16847","서울특별시 강서구 마곡동","797-14","0797","0014","힐스테이트에코마곡","월세","24.4600","202602","12","7,000","30","8","2016","공항대로 269-15","202604~202704","신규","-","",""
"16848","서울특별시 종로구 숭인동","1368","1368","0000","숭인한성아펠시티","전세","20.5100","202602","12","24,000","0","11","2021","난계로 257","202603~202803","신규","-","",""
"16849","서울특별시 마포구 염리동","164-4","0164","0004","삼부골든타워","월세","32.5000","202602","12","1,000","100","10","2003","독막로 295","202603~202803","신규","-","",""
"16850","서울특별시 강서구 마곡동","758","0758","0000","마곡시티오피스텔","월세","22.5100","202602","11","1,000","75","5","2016","마곡서로 170","202603~202703","신규","-","",""
"16851","서울특별시 강남구 자곡동","662","0662","0000","강남 지웰홈스","월세","24.2100","202602","11","15,300","15","4","2014","자곡로 204-5","202603~202803","신규","-","",""
"16852","서울특별시 종로구 내수동","74","0074","0000","광화문시대","월세","34.9000","202602","11","6,000","85","4","2004","사직로8길 42","202604~202804","신규","-","",""
"16853","서울특별시 은평구 녹번동","176-6","0176","0006","로하스 오피스텔","월세","41.8000","202602","11","3,500","62","9","2006","응암로 347","202602~202702","갱신","사용","3,500","60"
"16854","서울특별시 마포구 상암동","1748","1748","0000","상암 오벨리스크 2차","월세","25.4800","202602","11","8,270","35","2","2014","월드컵북로 481","202603~202803","갱신","-","8,880","30"
"16855","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","월세","22.1700","202602","11","16,800","6","7","2017","마곡중앙5로 6","202604~202704","신규","-","",""
"16856","서울특별시 강남구 자곡동","596","0596","0000","강남 더샵라르고","월세","22.0200","202602","11","14,400","10","2","2014","자곡로 201","202603~202803","신규","-","",""
"16857","서울특별시 강남구 자곡동","651","0651","0000","강남유탑유블레스","월세","25.7000","202602","11","1,000","85","2","2014","자곡로 180","202602~202702","신규","-","",""
"16858","서울특별시 동대문구 이문동","254-40","0254","0040","주성 아우라","월세","16.8300","202602","11","500","55","7","2013","이문로 199","202603~202702","신규","-","",""
"16859","서울특별시 중구 신당동","160-1","0160","0001","아리스타 에스디","월세","18.6600","202602","11","1,000","93","15","2018","퇴계로 458","202603~202703","신규","-","",""
"16860","서울특별시 성동구 도선동","53","0053","0000","한성아펠타워","월세","23.5800","202602","11","23,000","12","3","2017","왕십리로 322","202602~202802","갱신","사용","25,000","0"
"16861","서울특별시 성동구 도선동","257","0257","0000","왕십리렉스프리미엄오피스텔","월세","18.6300","202602","11","1,000","100","4","2020","왕십리로 336","202603~202803","신규","-","",""
